param,coefficient,p
Intercept,4173.557570093097,0.03830431968821471
Education[T.Secondary],-490.87115813773056,0.6666248015410405
Education[T.Secondary+BAC],-544.8113602795747,0.6764385214620806
Education[T.University],-259.0172518447934,0.7394862469456179
Education[T.Unknown/Other],-3375.29071828631,0.07153304899310688
HHSize,112.14268481173802,0.23807751958357454
Sex,-1123.0260046573724,6.549754072685957e-07
Age,-16.938295625209964,0.06119636034700024
DistSubcenter_res,-149.57607940893897,0.08550345155869937
DistCenter_res,639.6954090664791,3.52337848748516e-22
UrbPopDensity_res,-0.011241740344551561,0.6563504670880773
UrbBuildDensity_res,1.832638966853964e-05,0.6249305629122738
IntersecDensity_res,-9.768037020308501,0.24517646612767263
street_length_res,32.271730788806586,0.0006998177852079454
LU_Comm_res,-670.1015513457719,0.5606880155340609
LU_UrbFab_res,159.8408920667403,0.707393044816063
bike_lane_share_res,2316.746041764263,0.5760388015935706
