param,coefficient,p
Intercept,21281.06996687051,0.0006239612828678005
FeatureD_Education[T.Primary/None],-124.79192435742664,0.7677100184239195
FeatureD_Education[T.Secondary],3817.6730376791907,0.3781065213532779
FeatureD_Education[T.University],7117.671054980891,0.10460959460146452
FeatureD_Occupation[T.Retired],1025.8567666236224,0.3712309987593925
FeatureD_Occupation[T.Student_3rdLevel],4000.370388211514,0.0005649251966855429
FeatureD_Occupation[T.Student_School],-8125.642648911029,4.7560164524409416e-08
FeatureD_Occupation[T.Unemployed/Other],-2482.6784319658395,0.00665689460680275
FeatureD_Season[T.Spring],-925.5985433402419,0.6100843116920363
FeatureD_Season[T.Winter],-649.7422327522552,0.6532336566891805
FeatureD_HHSize,476.925348634301,0.007259761083361789
FeatureD_Sex,-984.527834157359,0.033910717463036776
FeatureD_Age,-71.9532166241324,0.004127890564430584
FeatureD_Commute_Trip,9829.420523033963,3.253381192309394e-45
FeatureD_DistCenter_res,326.4150669184978,2.01477531278021e-06
FeatureD_DistSubcenter_res,147.81735384176946,0.3673151429537572
FeatureD_UrbPopDensity_res,0.02261689836230154,0.7266059233357137
FeatureD_UrbBuildDensity_res,-0.00017091825572317917,0.006441473752399292
FeatureD_IntersecDensity_res,-83.25253927351311,0.00022845041158026626
FeatureD_street_length_res,-7.828122205645955,0.6235995740569361
FeatureD_LU_Comm_res,-6211.005777795492,0.03923559855016332
FeatureD_LU_UrbFab_res,-2596.8574006300687,0.24171720480241946
FeatureD_bike_lane_share_res,-1861.0498496826085,0.669808644334972
