param,coefficient,p
Intercept,9366.880063622177,0.07119669472104141
FeatureD_Education[T.Primary/None],164.6775918134272,0.6828399742611269
FeatureD_Education[T.Secondary],1605.9427203897824,0.24460210129787666
FeatureD_Education[T.University],-511.89220478393213,0.447005596131786
FeatureD_Occupation[T.Pre-School],-10419.38148678396,0.0002295030615419181
FeatureD_Occupation[T.Retired],-1018.5928715868166,0.4018957261070046
FeatureD_Occupation[T.Student_3rdLevel],-1326.5806162966487,0.39725676208020727
FeatureD_Occupation[T.Student_School],-9235.578047995432,0.00038822453217397974
FeatureD_Occupation[T.Unemployed/Other],-3332.2678793978785,0.00733569152267404
FeatureD_Season[T.Spring],270.45981650483327,0.6496366269846249
FeatureD_Season[T.Summer],-349.45661788762294,0.6023376367030405
FeatureD_Season[T.Winter],-33.544592326268116,0.6929486048590381
FeatureD_HHSize,135.88687385155606,0.5610917170654662
FeatureD_Sex,-1276.7612372353544,0.01196219394600479
FeatureD_Age,-74.13867334798321,0.009396826605371828
FeatureD_Commute_Trip,3741.9832013669306,8.479591450290692e-07
FeatureD_DistCenter_res,1035.418482182805,1.1191606440270883e-05
FeatureD_DistSubcenter_res,-52.21353254317182,0.6709656556897388
FeatureD_UrbPopDensity_res,0.08584542700849904,0.6504988682960924
FeatureD_UrbBuildDensity_res,-6.302630886339443e-05,0.06594686122238408
FeatureD_IntersecDensity_res,111.47798952843591,0.04759048171506726
FeatureD_street_length_res,53.96457990099357,0.07563079938612749
FeatureD_LU_Comm_res,-10041.65837720555,0.012541663699637056
FeatureD_LU_UrbFab_res,-12665.75578996195,0.033774255876027864
FeatureD_bike_lane_share_res,-1576.1718351863537,0.5308246344129045
