param,coefficient,p
Intercept,0.8427377995343355,0.17009351775724557
HHType_simp[T.MultiAdult_Kids],0.16375133106500578,0.6241997234141103
HHType_simp[T.Single_Female],-0.9425993338575286,7.154631332166859e-07
HHType_simp[T.Single_Male],-0.7747564485360754,0.00013561251861420306
HHType_simp[T.Single_Parent],-0.9266241354341458,1.9653538588381047e-05
HHSize,-0.03659010786341882,0.7651652797606139
IncomeDetailed_Numeric,0.0009006331940208672,3.67549738197179e-37
maxAgeHH,-0.00951555315347545,0.00792835878884892
UniversityEducation,0.6192146661086217,1.3130036177676778e-07
InEmployment,0.7033609549081699,6.444001531934875e-08
AllRetired,0.33448852629885945,0.06886852526416155
UrbPopDensity,-4.008074514365282e-05,0.3427672825034058
UrbBuildDensity,2.2227777771838335e-09,0.8088856314112118
DistSubcenter,-0.005095074252037007,0.821905023291133
DistCenter,0.047435354093456034,0.028936352291283725
bike_lane_share,-1.3200079776684883,0.012682872408715797
IntersecDensity,-0.0071516720701806,0.03529491293224246
street_length,0.00030630952412307393,0.8831567305389086
LU_UrbFab,0.7232482703625513,0.07739138590216807
LU_Comm,0.37884647326331966,0.5153595758591217
transit_accessibility,-0.00010931014545102374,0.28365347818688813
