param,coefficient,p
Intercept,831200.7940442957,0.6788559371836473
HHType_simp[T.MultiAdult],-831200.0194483788,0.3646086749845315
HHType_simp[T.MultiAdult_Kids],-831199.9915723322,0.354818435637992
HHType_simp[T.Single_Female],-831201.2412869403,0.8826677121328907
HHType_simp[T.Single_Female_Parent],-831200.6665069596,0.6049615057557596
HHType_simp[T.Single_Male],-831201.0211655936,0.7726465891687191
HHType_simp[T.Single_Male_Parent],-831200.1856857755,0.4262450051200719
HHSize,-0.010435967545723299,0.7379590782032247
IncomeDetailed_Numeric,0.0002932883329400595,5.782641229027845e-28
maxAgeHH,0.006670950616805722,0.010319033550150267
UniversityEducation,-0.07497186217628518,0.2852396508576482
InEmployment,0.7248368457646819,7.4407849347177e-12
AllRetired,0.5444728634940241,0.00011398509475562748
UrbPopDensity,-5.010301936266332e-05,0.0014533056809524188
UrbBuildDensity,-3.5836678991687026e-08,0.021651146120076785
DistSubcenter,-0.012998096913946941,0.5926303253992804
DistCenter,0.065032514637733,4.7424834223595116e-05
bike_lane_share,-1.4055943962087472,5.927997037113789e-06
IntersecDensity,-0.006056535171298064,0.10969208696459658
StreetLength,-0.002870115467652783,0.2086556415116428
LU_UrbFab,1.5961480581940561,0.001567050612380587
LU_Comm,1.2846236047145128,0.0023916716715284116
LU_Urban,-1.0761245753270607,9.017979928653482e-05
